x1,x2,x3,v1,v2,v3
 -0.13723006082208308      , -0.40324074455133696      , -0.20141225082211953      ,   2.1371774140609895E-002 ,  -4.9330579272847163E-003 ,  -4.8504658610224799E-003
 -0.72543875152346304      ,  -4.8921270399804068E-002 ,   2.3717689928343236E-002 ,   8.0349598584486819E-004 ,  -1.8498595670840820E-002 ,  -8.3727681782353840E-003
 -0.18427155500339445      ,  0.88478149910723447      ,  0.38381995014030024      ,  -1.7202246607562529E-002 ,  -2.9049259136469858E-003 ,  -1.2594279020399295E-003
   1.3835794665468746      ,  -1.2458049136983610E-003 ,  -3.7883115552126152E-002 ,   6.7687797190540901E-004 ,   1.3807279333238335E-002 ,   6.3148675769914616E-003
   3.9940406721884734      ,   2.7339318349730544      ,   1.0745891316880556      ,  -4.5629351249463854E-003 ,   5.8747039711595922E-003 ,   2.6292699854468713E-003
   6.3992724019779619      ,   6.1720107734681076      ,   2.2738478333021606      ,  -4.2869734170880103E-003 ,   3.5215863786401606E-003 ,   1.6388986695893715E-003
   14.424720184230885      ,  -12.508914106474069      ,  -5.6826124583005928      ,   2.6834839791881546E-003 ,   2.4552459318671919E-003 ,   1.0373766885329908E-003
   16.804909573443631      ,  -22.982747693888069      ,  -9.8253501877447214      ,   2.5846524662338365E-003 ,   1.6616670785582744E-003 ,   6.1578247114325185E-004
  -9.8824901659219861      ,  -27.981516546831006      ,  -5.7546134904214492      ,   3.0341292593250645E-003 ,  -1.1343520284510435E-003 ,  -1.2681626835987880E-003
 -0.18622083665707945      ,  0.88299860719705647      ,  0.38331123644228171      ,  -1.6830576131430387E-002 ,  -3.2896237419243733E-003 ,  -1.4334580587707954E-003
  -7.1364551999907409E-003 ,  -2.6470233282205034E-003 ,  -9.2294847095861579E-004 ,   5.3784592957185750E-006 ,  -6.7581859996490929E-006 ,  -3.0328494876565654E-006
  -7.1364551999907409E-003 ,  -2.6470233282205034E-003 ,  -9.2294847095861579E-004 ,   5.3784592957185750E-006 ,  -6.7581859996490929E-006 ,  -3.0328494876565654E-006
 -0.18429523991439339      ,  0.88475983592883567      ,  0.38381376897164321      ,  -1.7197730594121635E-002 ,  -2.9096002170279334E-003 ,  -1.2615424701247989E-003
